frame,x,y,z,velocity
0,0.07912108,0.068520926,0.4087923,0.0
0,0.036630135,1.1664268,-0.1098904,0.0
0,0.94359225,0.9118429,0.04102575,0.0
0,-1.3816887,1.3365492,0.0,0.0
0,0.28718024,1.2484238,-0.28718024,0.7234755
0,-0.17582464,1.3781501,-0.2197808,-0.12057925
1,0.07912108,0.068520926,0.4087923,0.0
1,0.036630135,1.1664268,-0.1098904,0.0
1,0.9025665,0.95246917,-0.04102575,0.0
1,-1.3816887,1.3365492,0.0,0.0
1,0.25494573,1.3185896,-0.21245478,0.2411585
1,-0.17582464,1.3844446,-0.17582464,-0.12057925
2,0.07912108,0.068520926,0.4087923,0.0
2,0.07326027,1.1675766,-0.07326027,0.0
2,0.984618,0.86835146,0.0,0.0
2,0.04102575,1.3115413,-0.04102575,0.0
2,-1.3816887,1.3365492,0.0,0.0
3,0.07912108,0.068520926,0.4087923,0.0
3,0.036630135,1.1664268,-0.1098904,0.0
3,1.0256437,0.81846124,-0.04102575,0.0
3,-1.3216152,1.3959801,0.0,0.0
3,0.328206,1.2280344,-0.328206,-0.36173776
3,-0.08791232,1.392793,-0.17582464,-0.12057925
4,0.07912108,0.068520926,0.4087923,0.0
4,0.036630135,1.1664268,-0.1098904,0.0
4,0.86154073,0.989733,-0.04102575,0.0
4,-0.26373696,1.3469533,-0.30769312,0.0
4,-1.3816887,1.3365492,0.0,0.0
4,0.28718024,1.2704742,-0.164103,-0.2411585
5,0.07912108,0.068520926,0.4087923,0.0
5,0.036630135,1.1692991,-0.07326027,0.0
5,0.82051504,1.0240014,0.04102575,0.0
5,-0.04102575,1.2960502,0.20512876,0.0
5,-1.3816887,1.3365492,0.0,0.0
6,0.07912108,0.068520926,0.4087923,0.0
6,0.036630135,1.1664268,-0.1098904,0.0
6,0.94359225,0.90906996,-0.0820515,0.0
6,0.04102575,1.3121828,0.0,0.0
6,-1.3216152,1.3959801,0.0,0.0
6,-0.17582464,1.3844446,-0.17582464,0.12057925
6,0.23736328,1.2333757,-0.15824218,-0.12057925
7,0.07912108,0.068520926,0.4087923,0.0
7,0.036630135,1.1507927,-0.2197808,0.0
7,0.94359225,0.9118429,0.04102575,0.0
7,-1.3216152,1.3959801,0.0,0.0
7,-0.17582464,1.3612223,-0.30769312,0.12057925
8,0.07912108,0.068520926,0.4087923,0.0
8,-0.0,1.1629708,-0.14652054,0.0
8,0.984618,0.86835146,0.0,0.0
8,-1.3816887,1.3365492,0.0,0.0
8,-0.17582464,1.3893206,-0.13186848,0.12057925
9,0.07912108,0.068520926,0.4087923,0.0
9,-0.0,1.1670018,-0.1098904,0.0
9,0.9025665,0.95246917,-0.04102575,0.0
9,-1.3816887,1.3365492,0.0,0.0
9,-0.17582464,1.3844446,-0.17582464,0.12057925
9,0.22857204,1.1352155,-0.3809534,-0.12057925
10,0.07912108,0.068520926,0.4087923,0.0
10,0.984618,0.8673818,-0.04102575,0.0
10,-0.18168546,1.3955525,-0.36337093,0.0
10,-1.3816887,1.3365492,0.0,0.0
10,0.22857204,1.1754127,-0.22857204,-0.12057925
11,0.07912108,0.068520926,0.4087923,0.0
11,0.984618,0.8644662,-0.0820515,0.0
11,-0.18168546,1.3955525,-0.36337093,0.0
11,-1.3816887,1.3365492,0.0,0.0
11,0.2197808,1.1224612,-0.25641096,-0.36173776
11,0.11868164,1.259741,-0.039560545,-0.12057925
12,0.07912108,0.068520926,0.4087923,0.0
12,-0.0,1.1670018,-0.1098904,0.0
12,0.984618,0.86835146,0.0,0.0
12,0.04102575,1.306398,0.12307725,0.0
12,-0.18168546,1.4240884,-0.22710682,0.0
12,-1.3816887,1.3365492,0.0,0.0
12,-0.03516493,0.70153815,-0.8791233,0.84405476
12,-0.14065972,1.1142346,-0.07032986,0.84405476
12,0.70329857,0.86708474,-0.14065972,0.84405476
12,0.15238136,1.204078,-0.11428602,-0.2411585
13,0.07912108,0.068520926,0.4087923,0.0
13,0.984618,0.86835146,0.0,0.0
13,-0.18168546,1.4240884,-0.22710682,0.0
13,-1.3216152,1.3959801,0.0,0.0
13,0.1684986,1.0630112,-0.06739944,-0.7234755
13,0.1098904,1.1577673,-0.14652054,-0.2411585
14,0.07912108,0.068520926,0.4087923,0.0
14,0.984618,0.86835146,0.0,0.0
14,-0.17582464,1.3704175,-0.26373696,0.0
14,-1.3216152,1.3959801,0.0,0.0
14,0.16117258,1.0183251,0.032234516,-0.482317
15,0.07912108,0.068520926,0.4087923,0.0
15,0.036630135,1.1664268,-0.1098904,0.0
15,0.984618,0.86835146,0.0,0.0
15,-1.3216152,1.3959801,0.0,0.0
15,0.061538626,0.652232,0.04102575,-0.36173776
15,0.06593424,0.69708985,0.06593424,-0.2411585
16,0.07912108,0.068520926,0.4087923,0.0
16,-0.0,1.1577673,-0.18315068,0.0
16,0.984618,0.8673818,-0.04102575,0.0
16,-1.3816887,1.3351984,-0.06007342,0.0
16,0.16117258,0.9766579,0.29011065,0.482317
17,0.07912108,0.068520926,0.4087923,0.0
17,-0.0,1.204078,-0.1904767,0.0
17,0.94359225,0.9127654,0.0,0.0
17,-0.17582464,1.3948724,0.04395616,0.0
17,-1.3216152,1.3959801,0.0,0.0
17,0.1684986,0.9853927,0.40439665,0.7234755
17,0.8380974,0.54322577,-1.8051329,-0.964634
17,0.77362835,1.649954,0.9670355,-0.964634
17,0.7091594,1.8839965,-0.45128322,-0.964634
17,0.30769312,0.88324547,0.30769312,-0.2411585
17,-0.40000108,0.7898789,0.43077037,-0.2411585
17,0.21538518,0.11512829,-0.9538487,-0.2411585
18,0.07912108,0.068520926,0.4087923,0.0
18,0.94359225,0.9118429,-0.04102575,0.0
18,-0.18168546,1.4065964,-0.31794956,0.0
18,0.14065972,0.9643144,0.5626389,0.84405476
19,0.07912108,0.068520926,0.4087923,0.0
19,0.036630135,1.1664268,-0.1098904,0.0
19,0.94359225,0.9118429,-0.04102575,0.0
19,-0.22710682,1.3888841,-0.36337093,0.0
19,-1.3216152,1.3959801,0.0,0.0
20,0.07912108,0.068520926,0.4087923,0.0
20,-0.0,1.1629708,-0.14652054,0.0
20,1.0256437,0.8194888,0.0,0.0
20,-1.3816887,1.3365492,0.0,0.0
20,0.19780272,1.1006082,0.59340817,0.36173776
21,0.07912108,0.068520926,0.4087923,0.0
21,-0.0,1.1670018,-0.1098904,0.0
21,0.9025665,0.95335233,0.0,0.0
21,-1.3816887,1.3365492,0.0,0.0
21,0.19780272,1.1397282,0.5142871,0.12057925
21,0.08498191,1.0580162,0.8498191,0.36173776
22,0.07912108,0.068520926,0.4087923,0.0
22,0.036630135,1.1692991,-0.07326027,0.0
22,1.0256437,0.81846124,0.04102575,0.0
22,-1.3816887,1.3365492,0.0,0.0
23,0.07912108,0.068520926,0.4087923,0.0
23,-0.0,1.1670018,-0.1098904,0.0
23,0.9025665,0.95246917,-0.04102575,0.0
23,-1.3216152,1.3959801,0.0,0.0
23,0.04395616,1.0971444,0.8791232,-0.36173776
24,0.07912108,0.068520926,0.4087923,0.0
24,0.036630135,1.1664268,-0.1098904,0.0
24,0.984618,0.8673818,0.04102575,0.0
24,0.04102575,1.2704742,0.328206,0.0
24,-1.3216152,1.3959801,0.0,0.0
24,0.19780272,1.1006082,0.59340817,-0.36173776
25,0.07912108,0.068520926,0.4087923,0.0
25,0.036630135,1.1664268,-0.1098904,0.0
25,0.86154073,0.99058294,0.0,0.0
25,-1.3816887,1.3365492,0.0,0.0
25,0.1904767,1.059845,0.5714301,-0.7234755
25,-0.42197916,2.1180851,0.6329687,-0.2411585
25,-1.8285763,1.0045114,0.8439583,-0.2411585
26,0.07912108,0.068520926,0.4087923,0.0
26,0.036630135,1.1664268,-0.1098904,0.0
26,0.94359225,0.9118429,0.04102575,0.0
