frame,x,y,z,velocity
0,0.07912108,0.068520926,0.4087923,0.0
0,0.25494573,1.3349195,0.042490955,0.0
0,-0.28131944,1.4120567,-0.42197913,0.0
0,-1.3816887,1.3365492,0.0,0.0
1,0.07912108,0.068520926,0.4087923,0.0
1,0.2197808,1.3886251,-0.04395616,0.0
1,-0.14065972,1.481942,-0.18754628,0.0
1,-1.3816887,1.3365492,0.0,0.0
2,0.07912108,0.068520926,0.4087923,0.0
2,0.12747286,1.351052,0.08498191,0.0
2,-0.18754628,1.4519705,-0.328206,0.0
2,-1.3216152,1.3959801,0.0,0.0
3,0.07912108,0.068520926,0.4087923,0.0
3,-0.0,1.307042,0.12307725,0.0
3,-1.3216152,1.3959801,0.0,0.0
4,0.07912108,0.068520926,0.4087923,0.0
4,-0.18168546,1.4305928,-0.18168546,0.0
4,-1.3216152,1.3959801,0.0,0.0
5,0.07912108,0.068520926,0.4087923,0.0
5,0.21245478,1.3369467,0.12747286,0.0
5,-0.1362641,1.4356314,-0.18168546,0.0
5,-1.3216152,1.3959801,0.0,0.0
6,0.07912108,0.068520926,0.4087923,0.0
6,0.94359225,0.9127654,0.0,0.0
6,0.04102575,1.306398,0.12307725,0.0
6,-1.3216152,1.3959801,0.0,0.0
6,-0.18168546,1.4356314,-0.1362641,-0.2411585
7,0.07912108,0.068520926,0.4087923,0.0
7,0.0820515,1.309615,0.04102575,0.0
7,0.9025665,0.95335233,0.0,0.0
7,-1.3216152,1.3959801,0.0,0.0
7,-0.22710682,1.4356313,0.0,-0.12057925
8,0.07912108,0.068520926,0.4087923,0.0
8,0.039560545,1.259741,-0.11868164,0.0
8,0.04102575,1.309615,-0.0820515,0.0
8,0.82051504,1.0240014,-0.04102575,0.0
8,-1.3816887,1.3351984,-0.06007342,0.0
8,-0.45421365,1.318785,-0.4087923,-0.482317
8,-0.30769312,1.3661813,-0.13186848,-0.2411585
9,0.07912108,0.068520926,0.4087923,0.0
9,0.07912109,1.257876,-0.11868164,0.0
9,-1.3816887,1.3365492,0.0,0.0
9,-0.50989145,1.2344335,-0.25494573,-0.84405476
9,-0.77362835,1.9026558,-0.19340709,-0.2411585
10,0.07912108,0.068520926,0.4087923,0.0
10,0.039560545,1.262843,-0.07912109,0.0
10,-1.3216152,1.3959801,0.0,0.0
10,-0.5670345,0.41314366,-1.8901149,-0.36173776
10,-0.75604594,1.830367,-0.37802297,-0.36173776
10,-0.08791232,1.4010918,-0.08791232,-0.12057925
11,0.07912108,0.068520926,0.4087923,0.0
11,0.984618,0.8673818,-0.04102575,0.0
11,-0.04395616,1.3612223,0.35164928,0.0
11,-1.3216152,1.3959801,0.0,0.0
11,-0.9523835,0.6583241,0.18315068,0.36173776
11,-0.80586296,0.5383509,-0.6593424,0.36173776
11,-0.80879337,0.73004293,0.28131944,0.6028963
11,-0.70329857,0.7024189,-0.5274739,0.6028963
12,0.07912108,0.068520926,0.4087923,0.0
12,0.039560545,1.259741,-0.11868164,0.0
12,-1.3816887,1.3365492,0.0,0.0
12,0.22710682,1.4327543,-0.09084273,0.12057925
12,-0.74139386,0.6558754,0.29011065,0.482317
12,-0.64469033,0.64388394,-0.48351774,0.482317
13,0.07912108,0.068520926,0.4087923,0.0
13,0.94359225,0.9118429,-0.04102575,0.0
13,0.04102575,1.3115413,0.04102575,0.0
13,-1.3816887,1.3365492,0.0,0.0
13,-0.30622792,0.8248963,0.1391945,-0.964634
13,-0.20219833,1.0506533,0.13479888,-0.36173776
14,0.07912108,0.068520926,0.4087923,0.0
14,0.039560545,1.259741,-0.11868164,0.0
14,0.18754628,1.476741,-0.18754628,0.0
14,-1.3816887,1.3365492,0.0,0.0
14,-0.06446903,1.0167934,0.16117258,0.2411585
14,-1.869602,0.7816455,0.38681418,0.36173776
14,0.45128322,2.0130448,0.0,0.36173776
14,-0.14065972,0.7183751,0.164103,-0.2411585
15,0.07912108,0.068520926,0.4087923,0.0
15,0.07912109,1.257876,-0.11868164,0.0
15,0.9494531,0.8222504,-0.15824218,0.0
15,0.23443285,1.4789722,-0.09377314,0.0
15,-1.3216152,1.3959801,0.0,0.0
15,-0.03516493,1.0974613,0.24615452,0.2411585
15,0.03516493,1.115898,0.14065972,0.482317
15,0.1113556,0.8182932,0.3340668,0.84405476
16,0.07912108,0.068520926,0.4087923,0.0
16,0.11868164,1.2547617,-0.11868164,0.0
16,0.18754628,1.485646,0.09377314,0.0
16,-1.3816887,1.3365492,0.0,0.0
17,0.07912108,0.068520926,0.4087923,0.0
17,0.039560545,1.259741,-0.11868164,0.0
17,0.2725282,1.4269829,-0.045421366,0.0
17,-1.3816887,1.3365492,0.0,0.0
17,0.6329687,0.92437625,-0.10549479,-0.964634
17,0.5274739,0.7024189,0.70329857,-0.964634
17,-0.17582464,1.1114565,0.0,-0.964634
18,0.07912108,0.068520926,0.4087923,0.0
18,0.07912109,1.2535138,-0.15824218,0.0
18,0.23443285,1.4812001,-0.04688657,0.0
18,-1.3216152,1.3959801,0.0,0.0
18,0.25641096,1.134352,0.14652054,0.36173776
19,0.07912108,0.068520926,0.4087923,0.0
19,0.18315068,1.1484584,0.14652054,0.0
19,1.0256437,0.81846124,-0.04102575,0.0
19,0.28131944,1.4737606,0.0,0.0
19,-1.3216152,1.3959801,0.0,0.0
20,0.07912108,0.068520926,0.4087923,0.0
20,1.0256437,0.81846124,0.04102575,0.0
20,-0.0,1.2895405,-0.2461545,0.0
20,0.28131944,1.4730146,-0.04688657,0.0
20,-1.3216152,1.3959801,0.0,0.0
20,0.18901148,0.4629818,1.9531188,-0.2411585
20,0.37802297,1.9306331,0.4410268,-0.2411585
20,0.1904767,1.2016649,0.07619068,-0.12057925
21,0.07912108,0.068520926,0.4087923,0.0
21,0.94359225,0.9118429,0.04102575,0.0
21,0.18168546,1.4305928,-0.18168546,0.0
21,-1.3216152,1.3959801,0.0,0.0
21,0.14652054,1.160661,0.07326027,-0.12057925
22,0.07912108,0.068520926,0.4087923,0.0
22,0.1098904,1.1670018,0.0,0.0
22,0.94359225,0.9118429,-0.04102575,0.0
22,0.04395616,1.3491033,-0.39560544,0.0
22,0.13186848,0.3230105,-1.362641,0.0
22,-1.3816887,1.3365492,0.0,0.0
23,0.07912108,0.068520926,0.4087923,0.0
23,0.039560545,1.262843,-0.07912109,0.0
23,0.9494531,0.8288854,-0.11868164,0.0
23,-1.3216152,1.3959801,0.0,0.0
23,-1.3816887,1.3365492,0.0,0.0
23,0.28131944,1.4737606,0.0,-0.12057925
24,0.07912108,0.068520926,0.4087923,0.0
24,0.9025665,0.95246917,-0.04102575,0.0
24,-1.3216152,1.3959801,0.0,0.0
24,0.11428602,1.204078,-0.15238136,0.36173776
24,0.328206,1.4610265,-0.09377314,-0.12057925
25,0.07912108,0.068520926,0.4087923,0.0
25,0.94359225,0.90906996,-0.0820515,0.0
25,0.04102575,1.309615,-0.0820515,0.0
